"Client","Analyte","Station_ID","Station_Description","SampleType","Result","MRL","Unit","Status","Sampled","DATUM","DECIMAL_LAT","DECIMAL_LONG","StatusIdentifier","Comment","HUC","Database","SD","Detect"
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",98.8,0,"%",NA,2011-09-09 13:40:22,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",9.07,0,"deg C",NA,2011-04-06 14:27:39,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.6,0,"deg C",NA,2008-02-04 14:05:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.88,0,"None",NA,2015-07-20 12:04:26,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.95,0,"None",NA,2009-10-16 14:00:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",11.77,0,"mg/l",NA,2011-02-02 10:59:07,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",95.8,0,"%",NA,2010-11-22 11:35:54,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",14.1,0,"deg C",NA,2008-08-04 14:20:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.32,0,"None",NA,2011-08-15 16:02:02,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.85,0,"None",NA,2007-12-05 14:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.05,0,"None",NA,2009-11-09 15:20:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.8,0,"deg C",NA,2008-04-02 13:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.98,0,"mg/l",NA,2008-01-23 14:00:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.7,0,"deg C",NA,2008-01-21 14:30:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",110.9,0,"%",NA,2008-03-21 14:15:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.19,0,"None",NA,2015-06-26 15:34:36,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",116.8,0,"%",NA,2008-04-18 13:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.92,0,"mg/l",NA,2008-02-11 15:10:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",118.9,0,"%",NA,2008-04-14 14:00:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",11.02,0,"mg/l",NA,2008-04-28 13:40:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",19.1,0,"%",NA,2009-09-18 15:47:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.7,0,"deg C",NA,2009-10-07 14:04:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.03,0,"None",NA,2008-04-28 13:40:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.29,0,"None",NA,2011-01-31 14:05:35,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.88,0,"mg/l",NA,2007-07-30 14:50:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",99.8,0,"%",NA,2013-06-05 11:43:16,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",15.3,0,"deg C",NA,2008-08-18 14:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",11.24,0,"deg C",NA,2010-12-08 14:45:01,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",11.54,0,"deg C",NA,2011-10-12 10:35:15,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",95,0,"%",NA,2013-10-30 15:21:11,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.85,0,"None",NA,2010-11-22 11:35:54,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",11.12,0,"mg/l",NA,2007-11-30 14:55:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.43,0,"None",NA,2008-05-30 15:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",0.94,0,"mg/l",NA,2009-10-29 14:16:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.5,0,"None",NA,2007-10-06 15:15:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.98,0,"None",NA,2011-03-07 14:56:24,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.31,0,"mg/l",NA,2011-03-09 14:19:44,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",95.2,0,"%",NA,2015-07-22 11:03:29,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",110.2,0,"%",NA,2008-03-13 13:50:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.2,0,"deg C",NA,2008-05-02 13:30:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",100.1,0,"%",NA,2010-11-12 10:36:45,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.4,0,"deg C",NA,2008-05-30 15:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",9.28,0,"deg C",NA,2011-04-11 11:48:09,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",92.1,0,"%",NA,2011-03-04 14:41:32,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",9.81,0,"deg C",NA,2010-11-22 11:35:54,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.05,0,"mg/l",NA,2015-06-26 15:34:36,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",12.5,0,"deg C",NA,2011-09-28 12:27:42,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.89,0,"mg/l",NA,2008-08-18 14:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",104,0,"%",NA,2007-10-08 15:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",93.7,0,"%",NA,2010-12-08 14:45:01,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",90.8,0,"%",NA,2011-04-20 15:30:32,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.11,0,"None",NA,2008-01-02 14:25:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",12.8,0,"deg C",NA,2007-10-08 15:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",1.94,0,"mg/l",NA,2009-11-04 14:00:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",118.7,0,"%",NA,2008-04-25 14:00:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",9.24,0,"deg C",NA,2013-10-30 15:21:11,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.56,0,"deg C",NA,2011-12-05 10:31:34,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.07,0,"None",NA,2008-01-04 14:30:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.2,0,"deg C",NA,2008-04-25 14:00:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.66,0,"None",NA,2007-11-05 14:05:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.9,0,"deg C",NA,2008-03-21 14:15:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.69,0,"mg/l",NA,2008-01-09 15:00:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.86,0,"None",NA,2009-09-14 15:10:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",116.2,0,"%",NA,2007-11-16 14:10:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.5,0,"deg C",NA,2009-10-09 16:04:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.54,0,"mg/l",NA,2007-11-16 14:10:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",11.75,0,"deg C",NA,2011-09-07 15:07:33,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.91,0,"mg/l",NA,2013-10-30 15:21:11,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.73,0,"None",NA,2010-12-28 10:56:02,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.49,0,"mg/l",NA,2010-11-17 09:40:48,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",91.1,0,"%",NA,2011-04-06 14:27:39,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.59,0,"mg/l",NA,2011-09-09 13:40:22,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",91.5,0,"%",NA,2011-02-23 14:13:37,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",6.67,0,"None",NA,2007-11-30 14:55:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.67,0,"None",NA,2008-07-28 14:55:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.94,0,"mg/l",NA,2008-07-28 14:55:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",9.25,0,"mg/l",NA,2015-08-19 14:16:59,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",91.1,0,"%",NA,2011-04-22 14:52:51,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",1.58,0,"mg/l",NA,2009-10-07 14:04:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.27,0,"mg/l",NA,2010-12-08 14:45:01,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",0.81,0,"mg/l",NA,2009-11-02 15:43:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Temperature","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",12.9,0,"deg C",NA,2009-09-11 15:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",133.7,0,"%",NA,2008-06-30 13:40:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved oxygen saturation","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",101.2,0,"%",NA,2011-01-05 14:47:53,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.8,0,"mg/l",NA,2008-08-04 14:20:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",8.72,0,"mg/l",NA,2007-07-20 14:45:00,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","Dissolved Oxygen","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",10.21,0,"mg/l",NA,2011-04-20 15:30:32,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.25,0,"None",NA,2011-08-17 14:32:59,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
"Tolowa Dee-ni Nation (Smith River Rancheria), California","pH","SRR_WQX-LC-1","Lopez Creek 1","Field Msr/Obs",7.78,0,"None",NA,2015-07-22 11:03:29,"WGS84",41.95822,-124.199,"Final",NA,"17100312","Water Quality Portal","Water Quality Portal SRR_WQX-LC-1",1
